timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1714026978282,14449,HTTP请求,200,,updatePrice 1-2573,text,true,,224,130,8588,8588,http://127.0.0.1:9999/changePrice,14449,0,26
1714026978556,14174,HTTP请求,200,,updatePrice 1-165,text,true,,224,130,8587,8587,http://127.0.0.1:9999/changePrice,14174,0,160
1714026978301,14430,HTTP请求,200,,updatePrice 1-2439,text,true,,224,130,8590,8590,http://127.0.0.1:9999/changePrice,14430,0,1
1714026977939,14793,HTTP请求,200,,updatePrice 1-1939,text,true,,224,130,8591,8591,http://127.0.0.1:9999/changePrice,14792,0,706
1714026978220,14512,HTTP请求,200,,updatePrice 1-2444,text,true,,224,130,8592,8592,http://127.0.0.1:9999/changePrice,14512,0,1
1714026977923,14809,HTTP请求,200,,updatePrice 1-1827,text,true,,224,130,8593,8593,http://127.0.0.1:9999/changePrice,14809,0,142
1714026978434,14298,HTTP请求,200,,updatePrice 1-2365,text,true,,224,130,8593,8593,http://127.0.0.1:9999/changePrice,14298,0,132
1714026978270,14462,HTTP请求,200,,updatePrice 1-2764,text,true,,224,130,8595,8595,http://127.0.0.1:9999/changePrice,14462,0,47
1714026977937,14795,HTTP请求,200,,updatePrice 1-1934,text,true,,224,130,8596,8596,http://127.0.0.1:9999/changePrice,14795,0,730
1714026978550,14181,HTTP请求,200,,updatePrice 1-284,text,true,,224,130,8597,8597,http://127.0.0.1:9999/changePrice,14181,0,192
1714026978471,14261,HTTP请求,200,,updatePrice 1-578,text,true,,224,130,8598,8598,http://127.0.0.1:9999/changePrice,14261,0,97
1714026978437,14295,HTTP请求,200,,updatePrice 1-3008,text,true,,224,130,8598,8598,http://127.0.0.1:9999/changePrice,14295,0,138
1714026978284,14448,HTTP请求,200,,updatePrice 1-2534,text,true,,224,130,8599,8599,http://127.0.0.1:9999/changePrice,14448,0,16
1714026978476,14256,HTTP请求,200,,updatePrice 1-10,text,true,,224,130,8603,8603,http://127.0.0.1:9999/changePrice,14256,0,87
1714026978430,14302,HTTP请求,200,,updatePrice 1-211,text,true,,224,130,8607,8607,http://127.0.0.1:9999/changePrice,14302,0,139
1714026977823,14912,HTTP请求,200,,updatePrice 1-1284,text,true,,224,130,8607,8607,http://127.0.0.1:9999/changePrice,14912,0,1059
1714026978219,14514,HTTP请求,200,,updatePrice 1-2135,text,true,,224,130,8602,8602,http://127.0.0.1:9999/changePrice,14514,0,27
1714026978213,14519,HTTP请求,200,,updatePrice 1-2544,text,true,,224,130,8599,8599,http://127.0.0.1:9999/changePrice,14519,0,5
1714026978316,14417,HTTP请求,200,,updatePrice 1-2588,text,true,,224,130,8603,8603,http://127.0.0.1:9999/changePrice,14417,0,1
1714026978439,14293,HTTP请求,200,,updatePrice 1-1387,text,true,,224,130,8598,8598,http://127.0.0.1:9999/changePrice,14293,0,136
1714026977882,14850,HTTP请求,200,,updatePrice 1-1753,text,true,,224,130,8596,8596,http://127.0.0.1:9999/changePrice,14850,0,854
1714026978485,14328,HTTP请求,200,,updatePrice 1-109,text,true,,224,130,8851,8851,http://127.0.0.1:9999/changePrice,14328,0,87
1714026978068,14751,HTTP请求,200,,updatePrice 1-2100,text,true,,224,130,8852,8852,http://127.0.0.1:9999/changePrice,14751,0,60
1714026978081,14651,HTTP请求,200,,updatePrice 1-145,text,true,,224,130,8600,8600,http://127.0.0.1:9999/changePrice,14651,0,127
1714026978455,14379,HTTP请求,200,,updatePrice 1-420,text,true,,224,130,8855,8855,http://127.0.0.1:9999/changePrice,14379,0,120
1714026977941,14792,HTTP请求,200,,updatePrice 1-1960,text,true,,224,130,8600,8600,http://127.0.0.1:9999/changePrice,14791,0,192
1714026978270,14534,HTTP请求,200,,updatePrice 1-2752,text,true,,224,130,8838,8838,http://127.0.0.1:9999/changePrice,14534,0,33
1714026977921,14918,HTTP请求,200,,updatePrice 1-1854,text,true,,224,130,8859,8859,http://127.0.0.1:9999/changePrice,14918,0,743
1714026978335,14454,HTTP请求,200,,updatePrice 1-2339,text,true,,224,130,8800,8800,http://127.0.0.1:9999/changePrice,14454,0,87
1714026978332,14427,HTTP请求,200,,updatePrice 1-2015,text,true,,224,130,8670,8670,http://127.0.0.1:9999/changePrice,14427,0,90
1714026978935,13819,HTTP请求,200,,updatePrice 1-3524,text,true,,224,130,8663,8663,http://127.0.0.1:9999/changePrice,13819,0,10
1714026978558,14166,HTTP请求,200,,updatePrice 1-593,text,true,,224,130,8574,8574,http://127.0.0.1:9999/changePrice,14166,0,16
1714026978777,13950,HTTP请求,200,,updatePrice 1-3328,text,true,,224,130,8616,8616,http://127.0.0.1:9999/changePrice,13950,0,23
1714026977776,14963,HTTP请求,200,,updatePrice 1-1480,text,true,,224,130,8616,8616,http://127.0.0.1:9999/changePrice,14963,0,1105
1714026978471,14261,HTTP请求,200,,updatePrice 1-557,text,true,,224,130,8593,8593,http://127.0.0.1:9999/changePrice,14261,0,99
1714026977923,14809,HTTP请求,200,,updatePrice 1-1826,text,true,,224,130,8596,8596,http://127.0.0.1:9999/changePrice,14809,0,139
1714026978927,13921,HTTP请求,200,,updatePrice 1-3568,text,true,,224,130,8861,8861,http://127.0.0.1:9999/changePrice,13921,0,25
1714026977923,14944,HTTP请求,200,,updatePrice 1-1829,text,true,,224,130,8912,8912,http://127.0.0.1:9999/changePrice,14944,0,206
1714026978939,13930,HTTP请求,200,,updatePrice 1-3360,text,true,,224,130,8914,8914,http://127.0.0.1:9999/changePrice,13930,0,15
1714026978426,14456,HTTP请求,200,,updatePrice 1-2310,text,true,,224,130,8959,8959,http://127.0.0.1:9999/changePrice,14456,0,140
1714026978307,14588,HTTP请求,200,,updatePrice 1-2356,text,true,,224,130,9028,9028,http://127.0.0.1:9999/changePrice,14588,0,3
1714026977880,15015,HTTP请求,200,,updatePrice 1-1758,text,true,,224,130,9028,9028,http://127.0.0.1:9999/changePrice,15015,0,757
1714026978480,14424,HTTP请求,200,,updatePrice 1-910,text,true,,224,130,9054,9054,http://127.0.0.1:9999/changePrice,14424,0,84
1714026978049,14904,HTTP请求,200,,updatePrice 1-1524,text,true,,224,130,9160,9160,http://127.0.0.1:9999/changePrice,14904,0,668
1714026978258,14702,HTTP请求,200,,updatePrice 1-2243,text,true,,224,130,9165,9165,http://127.0.0.1:9999/changePrice,14702,0,6
1714026978280,14684,HTTP请求,200,,updatePrice 1-2602,text,true,,224,130,9168,9168,http://127.0.0.1:9999/changePrice,14684,0,25
1714026978558,14408,HTTP请求,200,,updatePrice 1-150,text,true,,224,130,9170,9170,http://127.0.0.1:9999/changePrice,14408,0,154
1714026978448,14522,HTTP请求,200,,updatePrice 1-1447,text,true,,224,130,9170,9170,http://127.0.0.1:9999/changePrice,14522,0,513
1714026978274,14697,HTTP请求,200,,updatePrice 1-2665,text,true,,224,130,9170,9170,http://127.0.0.1:9999/changePrice,14697,0,3
1714026978943,14029,HTTP请求,200,,updatePrice 1-3171,text,true,,224,130,9170,9170,http://127.0.0.1:9999/changePrice,14029,0,16
1714026978448,14535,HTTP请求,200,,updatePrice 1-1451,text,true,,224,130,9170,9170,http://127.0.0.1:9999/changePrice,14535,0,511
1714026977830,15185,HTTP请求,200,,updatePrice 1-987,text,true,,224,130,9190,9190,http://127.0.0.1:9999/changePrice,15185,0,1060
1714026977936,15087,HTTP请求,200,,updatePrice 1-1928,text,true,,224,130,9193,9193,http://127.0.0.1:9999/changePrice,15087,0,714
1714026978458,14575,HTTP请求,200,,updatePrice 1-760,text,true,,224,130,9197,9197,http://127.0.0.1:9999/changePrice,14575,0,128
1714026978240,14906,HTTP请求,200,,updatePrice 1-2296,text,true,,224,130,9198,9198,http://127.0.0.1:9999/changePrice,14906,0,182
1714026977777,15372,HTTP请求,200,,updatePrice 1-1319,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,15372,0,1110
1714026978047,15102,HTTP请求,200,,updatePrice 1-2054,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,15102,0,620
1714026978429,14720,HTTP请求,200,,updatePrice 1-1308,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,14720,0,146
1714026978435,14714,HTTP请求,200,,updatePrice 1-2325,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,14714,0,134
1714026977967,15182,HTTP请求,200,,updatePrice 1-995,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,15182,0,678
1714026978213,14936,HTTP请求,200,,updatePrice 1-2139,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,14936,0,1
1714026978088,15062,HTTP请求,200,,updatePrice 1-1251,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,15062,0,121
1714026978050,15100,HTTP请求,200,,updatePrice 1-1206,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,15096,0,160
1714026978240,14910,HTTP请求,200,,updatePrice 1-2192,text,true,,224,130,9199,9199,http://127.0.0.1:9999/changePrice,14910,0,78
1714026978278,14868,HTTP请求,200,,updatePrice 1-2592,text,true,,224,130,9200,9200,http://127.0.0.1:9999/changePrice,14868,0,39
1714026978213,14933,HTTP请求,200,,updatePrice 1-2163,text,true,,224,130,9200,9200,http://127.0.0.1:9999/changePrice,14933,0,5
1714026978960,14074,HTTP请求,200,,updatePrice 1-3735,text,true,,224,130,9197,9197,http://127.0.0.1:9999/changePrice,14074,0,1
1714026978933,14218,HTTP请求,200,,updatePrice 1-2518,text,true,,224,130,9200,9200,http://127.0.0.1:9999/changePrice,14218,0,14
1714026978937,14215,HTTP请求,200,,updatePrice 1-3815,text,true,,224,130,9200,9200,http://127.0.0.1:9999/changePrice,14215,0,17
1714026977922,15236,HTTP请求,200,,updatePrice 1-1848,text,true,,224,130,9216,9216,http://127.0.0.1:9999/changePrice,15236,0,964
1714026978334,14823,HTTP请求,200,,updatePrice 1-1369,text,true,,224,130,9216,9216,http://127.0.0.1:9999/changePrice,14823,0,88
1714026978056,15130,HTTP请求,200,,updatePrice 1-2076,text,true,,224,130,9314,9314,http://127.0.0.1:9999/changePrice,15130,0,53
1714026978466,14760,HTTP请求,200,,updatePrice 1-247,text,true,,224,130,9381,9381,http://127.0.0.1:9999/changePrice,14760,0,98
1714026978556,14677,HTTP请求,200,,updatePrice 1-379,text,true,,224,130,9381,9381,http://127.0.0.1:9999/changePrice,14677,0,157
1714026977924,15310,HTTP请求,200,,updatePrice 1-1788,text,true,,224,130,9381,9381,http://127.0.0.1:9999/changePrice,15310,0,141
1714026978443,14799,HTTP请求,200,,updatePrice 1-2376,text,true,,224,130,9381,9381,http://127.0.0.1:9999/changePrice,14799,0,129
1714026978455,14802,HTTP请求,200,,updatePrice 1-1429,text,true,,224,130,9387,9387,http://127.0.0.1:9999/changePrice,14802,0,111
1714026977924,15334,HTTP请求,200,,updatePrice 1-1764,text,true,,224,130,9389,9389,http://127.0.0.1:9999/changePrice,15334,0,139
1714026978473,14832,HTTP请求,200,,updatePrice 1-20,text,true,,224,130,9479,9479,http://127.0.0.1:9999/changePrice,14832,0,100
1714026978279,15046,HTTP请求,200,,updatePrice 1-2617,text,true,,224,130,9492,9492,http://127.0.0.1:9999/changePrice,15046,0,25
1714026978477,14848,HTTP请求,200,,updatePrice 1-61,text,true,,224,130,9492,9492,http://127.0.0.1:9999/changePrice,14848,0,120
1714026977937,15391,HTTP请求,200,,updatePrice 1-1931,text,true,,224,130,9492,9492,http://127.0.0.1:9999/changePrice,15391,0,945
1714026977968,15360,HTTP请求,200,,updatePrice 1-996,text,true,,224,130,9492,9492,http://127.0.0.1:9999/changePrice,15360,0,745
1714026978257,15100,HTTP请求,200,,updatePrice 1-2283,text,true,,224,130,9718,9718,http://127.0.0.1:9999/changePrice,15100,0,7
1714026978771,14599,HTTP请求,200,,updatePrice 1-3256,text,true,,224,130,9740,9740,http://127.0.0.1:9999/changePrice,14599,0,116
1714026978263,15113,HTTP请求,200,,updatePrice 1-2075,text,true,,224,130,9757,9757,http://127.0.0.1:9999/changePrice,15113,0,42
1714026978556,14833,HTTP请求,200,,updatePrice 1-376,text,true,,224,130,9822,9822,http://127.0.0.1:9999/changePrice,14833,0,153
1714026977940,15449,HTTP请求,200,,updatePrice 1-1955,text,true,,224,130,9822,9822,http://127.0.0.1:9999/changePrice,15449,0,119
1714026978279,15129,HTTP请求,200,,updatePrice 1-2610,text,true,,224,130,9872,9872,http://127.0.0.1:9999/changePrice,15129,0,38
1714026978456,14966,HTTP请求,200,,updatePrice 1-1368,text,true,,224,130,9946,9946,http://127.0.0.1:9999/changePrice,14966,0,510
1714026978249,15193,HTTP请求,200,,updatePrice 1-2200,text,true,,224,130,9992,9992,http://127.0.0.1:9999/changePrice,15193,0,173
1714026978778,14674,HTTP请求,200,,updatePrice 1-3493,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,14674,0,106
1714026978282,15175,HTTP请求,200,,updatePrice 1-2577,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15175,0,20
1714026978434,15037,HTTP请求,200,,updatePrice 1-2357,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15037,0,134
1714026978215,15256,HTTP请求,200,,updatePrice 1-2427,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15256,0,1
1714026978468,15004,HTTP请求,200,,updatePrice 1-543,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15004,0,123
1714026977967,15504,HTTP请求,200,,updatePrice 1-1583,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15504,0,692
1714026978483,14988,HTTP请求,200,,updatePrice 1-221,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,14988,0,102
1714026977941,15532,HTTP请求,200,,updatePrice 1-2019,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15532,0,268
1714026978285,15188,HTTP请求,200,,updatePrice 1-2492,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15188,0,20
1714026978469,15004,HTTP请求,200,,updatePrice 1-553,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15004,0,96
1714026978553,14919,HTTP请求,200,,updatePrice 1-197,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,14919,0,11
1714026977776,15697,HTTP请求,200,,updatePrice 1-1243,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15697,0,969
1714026977970,15503,HTTP请求,200,,updatePrice 1-1095,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15503,0,90
1714026978481,14993,HTTP请求,200,,updatePrice 1-713,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,14993,0,98
1714026978430,15044,HTTP请求,200,,updatePrice 1-1388,text,true,,224,130,10000,10000,http://127.0.0.1:9999/changePrice,15044,0,145
1714026978245,15230,HTTP请求,200,,updatePrice 1-2242,text,true,,224,130,9994,9994,http://127.0.0.1:9999/changePrice,15229,0,83
1714026978053,15423,HTTP请求,200,,updatePrice 1-1152,text,true,,224,130,9991,9991,http://127.0.0.1:9999/changePrice,15423,0,581
1714026977824,15652,HTTP请求,200,,updatePrice 1-212,text,true,,224,130,9990,9990,http://127.0.0.1:9999/changePrice,15652,0,927
1714026978471,15006,HTTP请求,200,,updatePrice 1-86,text,true,,224,130,9987,9987,http://127.0.0.1:9999/changePrice,15004,0,94
1714026978470,15008,HTTP请求,200,,updatePrice 1-39,text,true,,224,130,9986,9986,http://127.0.0.1:9999/changePrice,15008,0,97
1714026978332,15148,HTTP请求,200,,updatePrice 1-2086,text,true,,224,130,9984,9984,http://127.0.0.1:9999/changePrice,15148,0,90
1714026978281,15200,HTTP请求,200,,updatePrice 1-2586,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15200,0,141
1714026978281,15200,HTTP请求,200,,updatePrice 1-2581,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15200,0,47
1714026978239,15242,HTTP请求,200,,updatePrice 1-2278,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15242,0,183
1714026978558,14923,HTTP请求,200,,updatePrice 1-638,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,14923,0,13
1714026978245,15236,HTTP请求,200,,updatePrice 1-2245,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15236,0,1
1714026978306,15175,HTTP请求,200,,updatePrice 1-2364,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15175,0,12
1714026978323,15159,HTTP请求,200,,updatePrice 1-2521,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15159,0,7
1714026978280,15202,HTTP请求,200,,updatePrice 1-2597,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15202,0,24
1714026977968,15514,HTTP请求,200,,updatePrice 1-1470,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15514,0,161
1714026978058,15424,HTTP请求,200,,updatePrice 1-2190,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15424,0,5
1714026978431,15051,HTTP请求,200,,updatePrice 1-484,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15051,0,150
1714026978465,15016,HTTP请求,200,,updatePrice 1-185,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15016,0,125
1714026978118,15365,HTTP请求,200,,updatePrice 1-2209,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15365,0,91
1714026978431,15052,HTTP请求,200,,updatePrice 1-411,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15052,0,143
1714026978251,15232,HTTP请求,200,,updatePrice 1-2253,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15232,0,171
1714026978300,15183,HTTP请求,200,,updatePrice 1-2489,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15183,0,2
1714026978310,15173,HTTP请求,200,,updatePrice 1-2379,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15173,0,7
1714026978286,15197,HTTP请求,200,,updatePrice 1-2483,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15197,0,16
1714026978323,15160,HTTP请求,200,,updatePrice 1-2342,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15160,0,99
1714026977777,15706,HTTP请求,200,,updatePrice 1-1060,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15706,0,432
1714026978286,15198,HTTP请求,200,,updatePrice 1-2540,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15198,0,10
1714026978485,14998,HTTP请求,200,,updatePrice 1-198,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,14998,0,89
1714026978227,15257,HTTP请求,200,,updatePrice 1-2455,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15257,0,36
1714026977881,15604,HTTP请求,200,,updatePrice 1-1747,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15604,0,790
1714026978224,15261,HTTP请求,200,,updatePrice 1-2419,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15261,0,35
1714026978049,15437,HTTP请求,200,,updatePrice 1-1567,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15437,0,617
1714026977840,15646,HTTP请求,200,,updatePrice 1-1643,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15646,0,369
1714026978479,15006,HTTP请求,200,,updatePrice 1-80,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15006,0,92
1714026977944,15542,HTTP请求,200,,updatePrice 1-1990,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15542,0,265
1714026978234,15253,HTTP请求,200,,updatePrice 1-2205,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15253,0,94
1714026977881,15606,HTTP请求,200,,updatePrice 1-1740,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15606,0,872
1714026977923,15564,HTTP请求,200,,updatePrice 1-1823,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15564,0,187
1714026978463,15025,HTTP请求,200,,updatePrice 1-502,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15025,0,106
1714026978053,15435,HTTP请求,200,,updatePrice 1-1175,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15435,0,554
1714026978325,15163,HTTP请求,200,,updatePrice 1-2378,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15163,0,6
1714026977836,15651,HTTP请求,200,,updatePrice 1-256,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15651,0,229
1714026978488,15001,HTTP请求,200,,updatePrice 1-757,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15001,0,87
1714026978281,15208,HTTP请求,200,,updatePrice 1-2590,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15208,0,38
1714026978336,15154,HTTP请求,200,,updatePrice 1-2901,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15154,0,86
1714026978437,15053,HTTP请求,200,,updatePrice 1-2591,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15053,0,136
1714026977842,15648,HTTP请求,200,,updatePrice 1-804,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15648,0,275
1714026977924,15566,HTTP请求,200,,updatePrice 1-1817,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15566,0,286
1714026977838,15653,HTTP请求,200,,updatePrice 1-1281,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15653,0,919
1714026978235,15256,HTTP请求,200,,updatePrice 1-2256,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15256,0,89
1714026977925,15566,HTTP请求,200,,updatePrice 1-1743,text,true,,224,130,9981,9981,http://127.0.0.1:9999/changePrice,15566,0,715
